,SRS ID,depth,alpha,profiler,Body Site
247,SRS019267,-4.0,1.6742781027288547,burst,stool
248,SRS019591,-1.0,3.408075319544573,burst,supragingival_plaque
249,SRS019591,-2.0,3.4035010379024837,burst,supragingival_plaque
250,SRS019591,-3.0,3.376591197500514,burst,supragingival_plaque
251,SRS019591,-4.0,3.2495973277024164,burst,supragingival_plaque
252,SRS019787,-1.0,2.293374952124511,burst,stool
253,SRS019787,-2.0,2.289697913553949,burst,stool
254,SRS019787,-3.0,2.2822078976279827,burst,stool
255,SRS019787,-4.0,2.36749051871973,burst,stool
256,SRS019968,-1.0,2.8145396997887886,burst,stool
257,SRS019968,-2.0,2.8160988879481312,burst,stool
258,SRS019968,-3.0,2.824628847225212,burst,stool
259,SRS019968,-4.0,2.7757744673893945,burst,stool
260,SRS020220,-1.0,2.6722345533531024,burst,tongue_dorsum
261,SRS020220,-2.0,2.6745650452358483,burst,tongue_dorsum
262,SRS020220,-3.0,2.7375474023186035,burst,tongue_dorsum
263,SRS020220,-4.0,2.6304730703769095,burst,tongue_dorsum
264,SRS020261,-1.0,0.28246358232130553,burst,left_retroauricular_crease
265,SRS020261,-2.0,0.2810137530503343,burst,left_retroauricular_crease
266,SRS020261,-3.0,0.29282471511773495,burst,left_retroauricular_crease
267,SRS020261,-4.0,0.28371254347814473,burst,left_retroauricular_crease
268,SRS020263,-1.0,0.6290800529819623,burst,right_retroauricular_crease
269,SRS020263,-2.0,0.627563617826562,burst,right_retroauricular_crease
270,SRS020263,-3.0,0.6235508682967272,burst,right_retroauricular_crease
271,SRS020263,-4.0,0.5664680317119362,burst,right_retroauricular_crease
272,SRS020340,-1.0,1.8261762855251087,burst,supragingival_plaque
273,SRS020340,-2.0,1.8292331707082703,burst,supragingival_plaque
274,SRS020340,-3.0,1.8697065114594948,burst,supragingival_plaque
275,SRS020340,-4.0,1.8298550113352117,burst,supragingival_plaque
276,SRS020869,-1.0,2.056180301892983,burst,stool
277,SRS020869,-2.0,2.0600604285628012,burst,stool
278,SRS020869,-3.0,2.067458143649141,burst,stool
279,SRS020869,-4.0,2.1395279464580543,burst,stool
280,SRS021484,-1.0,2.7176853091092465,burst,stool
281,SRS021484,-2.0,2.7108452223821793,burst,stool
282,SRS021484,-3.0,2.728909996534581,burst,stool
283,SRS021484,-4.0,2.663436469571909,burst,stool
284,SRS021948,-1.0,3.0275303516977843,burst,stool
285,SRS021948,-2.0,3.0309733943620394,burst,stool
286,SRS021948,-3.0,3.0449959947645464,burst,stool
287,SRS021948,-4.0,3.0661498247559864,burst,stool
288,SRS022083,-1.0,2.9409047951165213,burst,supragingival_plaque
289,SRS022083,-2.0,2.940266200410533,burst,supragingival_plaque
290,SRS022083,-3.0,2.902962321179884,burst,supragingival_plaque
291,SRS022083,-4.0,2.8211810927763916,burst,supragingival_plaque
292,SRS022149,-1.0,3.1095131821648083,burst,supragingival_plaque
293,SRS022149,-2.0,3.1088969369590123,burst,supragingival_plaque
294,SRS022149,-3.0,3.104520422470015,burst,supragingival_plaque
295,SRS022149,-4.0,3.088407106244881,burst,supragingival_plaque
296,SRS022530,-1.0,3.4002938734287302,burst,tongue_dorsum
297,SRS022530,-2.0,3.3934918906015175,burst,tongue_dorsum
298,SRS022530,-3.0,3.3563888202354613,burst,tongue_dorsum
299,SRS022530,-4.0,3.439344303016121,burst,tongue_dorsum
300,SRS022536,-1.0,2.9286599599960463,burst,supragingival_plaque
301,SRS022536,-2.0,2.931275012946546,burst,supragingival_plaque
302,SRS022536,-3.0,2.922321930983533,burst,supragingival_plaque
303,SRS022536,-4.0,2.905040691582971,burst,supragingival_plaque
304,SRS022719,-1.0,1.3580652630359162,burst,tongue_dorsum
305,SRS022719,-2.0,1.3592405107339205,burst,tongue_dorsum
306,SRS022719,-3.0,1.4112110313485644,burst,tongue_dorsum
307,SRS022719,-4.0,1.4088495758996789,burst,tongue_dorsum
308,SRS023538,-1.0,2.627466724839701,burst,supragingival_plaque
309,SRS023538,-2.0,2.6212670928663364,burst,supragingival_plaque
310,SRS023538,-3.0,2.6131639451887834,burst,supragingival_plaque
311,SRS023538,-4.0,2.635068192675468,burst,supragingival_plaque
312,SRS023583,-1.0,2.733356320197823,burst,stool
313,SRS023583,-2.0,2.726814943596171,burst,stool
314,SRS023583,-3.0,2.707411010021558,burst,stool
315,SRS023583,-4.0,2.671557423925688,burst,stool
316,SRS023835,-1.0,3.831276972282371,burst,tongue_dorsum
317,SRS023835,-2.0,3.81837452373437,burst,tongue_dorsum
318,SRS023835,-3.0,3.827105794389564,burst,tongue_dorsum
319,SRS023835,-4.0,3.746862463742218,burst,tongue_dorsum
320,SRS023914,-1.0,2.6021191415042315,burst,stool
321,SRS023914,-2.0,2.5872282968806486,burst,stool
322,SRS023914,-3.0,2.530225733370458,burst,stool
323,SRS023914,-4.0,2.564778357488113,burst,stool
324,SRS024289,-1.0,3.703651306149813,burst,supragingival_plaque
325,SRS024289,-2.0,3.690905310644033,burst,supragingival_plaque
326,SRS024289,-3.0,3.718947034781696,burst,supragingival_plaque
327,SRS024289,-4.0,3.8093738125776215,burst,supragingival_plaque
328,SRS024447,-1.0,3.415092212379607,burst,supragingival_plaque
329,SRS024447,-2.0,3.4069434260044846,burst,supragingival_plaque
330,SRS024447,-3.0,3.372283100240621,burst,supragingival_plaque
331,SRS024447,-4.0,3.296451808876976,burst,supragingival_plaque
332,SRS024482,-1.0,0.3991873204255924,burst,left_retroauricular_crease
333,SRS024482,-2.0,0.4048519669510312,burst,left_retroauricular_crease
334,SRS024482,-3.0,0.40992252732076667,burst,left_retroauricular_crease
335,SRS024482,-4.0,0.388601571786339,burst,left_retroauricular_crease
336,SRS024596,-1.0,0.18403605344728372,burst,left_retroauricular_crease
337,SRS024596,-2.0,0.18612075935421002,burst,left_retroauricular_crease
338,SRS024596,-3.0,0.17576412819363596,burst,left_retroauricular_crease
339,SRS024596,-4.0,0.18080649724672326,burst,left_retroauricular_crease
340,SRS024598,-1.0,0.15609845353304705,burst,right_retroauricular_crease
341,SRS024598,-2.0,0.1566706717766959,burst,right_retroauricular_crease
342,SRS024598,-3.0,0.14438171824327226,burst,right_retroauricular_crease
343,SRS024598,-4.0,0.15251800406220165,burst,right_retroauricular_crease
344,SRS024620,-1.0,0.2866475380578806,burst,left_retroauricular_crease
345,SRS024620,-2.0,0.28284194278447644,burst,left_retroauricular_crease
346,SRS024620,-3.0,0.3260682493390372,burst,left_retroauricular_crease
347,SRS024620,-4.0,0.2082051100773201,burst,left_retroauricular_crease
348,SRS024649,-1.0,3.08405366034337,burst,supragingival_plaque
349,SRS024649,-2.0,3.0786907356100857,burst,supragingival_plaque
350,SRS024649,-3.0,3.063953197276232,burst,supragingival_plaque
351,SRS024649,-4.0,3.065070752307652,burst,supragingival_plaque
352,SRS024655,-1.0,0.26321381913253034,burst,right_retroauricular_crease
353,SRS024655,-2.0,0.2647030964769146,burst,right_retroauricular_crease
354,SRS024655,-3.0,0.27814648823265004,burst,right_retroauricular_crease
355,SRS024655,-4.0,0.19572995803630056,burst,right_retroauricular_crease
356,SRS042131,-1.0,3.5303388069692843,burst,tongue_dorsum
357,SRS042131,-2.0,3.5360480645992736,burst,tongue_dorsum
358,SRS042131,-3.0,3.519421538050443,burst,tongue_dorsum
359,SRS042131,-4.0,3.5522374113074537,burst,tongue_dorsum
360,SRS042628,-1.0,1.3145023026836615,burst,stool
361,SRS042628,-2.0,1.320167591374179,burst,stool
362,SRS042628,-3.0,1.3166614610540583,burst,stool
363,SRS042628,-4.0,1.2628576688514501,burst,stool
364,SRS043701,-1.0,1.7343665294908561,burst,stool
365,SRS043701,-2.0,1.7195014158787152,burst,stool
366,SRS043701,-3.0,1.7224108631377275,burst,stool
367,SRS043701,-4.0,1.7081354366832877,burst,stool
368,SRS045127,-1.0,3.0920870328626795,burst,tongue_dorsum
369,SRS045127,-2.0,3.097813829800264,burst,tongue_dorsum
370,SRS045127,-3.0,3.0980375370693567,burst,tongue_dorsum
371,SRS045127,-4.0,2.8561726106840277,burst,tongue_dorsum
372,SRS045606,-1.0,0.34890319334431075,burst,right_retroauricular_crease
373,SRS045606,-2.0,0.34926629650935476,burst,right_retroauricular_crease
374,SRS045606,-3.0,0.35057494472288153,burst,right_retroauricular_crease
375,SRS045606,-4.0,0.3174225228794379,burst,right_retroauricular_crease
376,SRS045713,-1.0,2.910796972441088,burst,stool
377,SRS045713,-2.0,2.908001737234816,burst,stool
378,SRS045713,-3.0,2.8971952851412484,burst,stool
379,SRS045713,-4.0,2.8889256210493004,burst,stool
380,SRS047044,-1.0,0.9957666674240123,burst,stool
381,SRS047044,-2.0,0.9975929336783044,burst,stool
382,SRS047044,-3.0,0.9832012370268293,burst,stool
383,SRS047044,-4.0,1.0339734757172043,burst,stool
384,SRS047210,-1.0,3.484392447128655,burst,tongue_dorsum
385,SRS047210,-2.0,3.4735384264589015,burst,tongue_dorsum
386,SRS047210,-3.0,3.4832811576098823,burst,tongue_dorsum
387,SRS047210,-4.0,3.535355487780479,burst,tongue_dorsum
388,SRS048164,-1.0,1.8425761134513234,burst,stool
389,SRS048164,-2.0,1.8387815697457155,burst,stool
390,SRS048164,-3.0,1.8577913141359559,burst,stool
391,SRS048164,-4.0,1.8056796532352744,burst,stool
392,SRS049712,-1.0,0.9736671927788345,burst,stool
393,SRS049712,-2.0,0.9722056321481592,burst,stool
394,SRS049712,-3.0,0.9754793863269842,burst,stool
395,SRS049712,-4.0,0.9327908305285029,burst,stool
396,SRS049959,-1.0,3.113622254713957,burst,stool
397,SRS049959,-2.0,3.1104270779161864,burst,stool
398,SRS049959,-3.0,3.1231245873092495,burst,stool
399,SRS049959,-4.0,3.168111471779956,burst,stool
400,SRS050244,-1.0,3.934913310428165,burst,tongue_dorsum
401,SRS050244,-2.0,3.94026809886384,burst,tongue_dorsum
402,SRS050244,-3.0,3.9076717793783704,burst,tongue_dorsum
403,SRS050244,-4.0,3.861479936238468,burst,tongue_dorsum
404,SRS050925,-1.0,3.207960911626594,burst,stool
405,SRS050925,-2.0,3.213230600833289,burst,stool
406,SRS050925,-3.0,3.2134181567970743,burst,stool
407,SRS050925,-4.0,3.2555652661724315,burst,stool
408,SRS052988,-1.0,0.08612522446047083,burst,right_retroauricular_crease
409,SRS052988,-2.0,0.08592205915946213,burst,right_retroauricular_crease
410,SRS052988,-3.0,0.08098562552300145,burst,right_retroauricular_crease
411,SRS052988,-4.0,0.11382964533756375,burst,right_retroauricular_crease
412,SRS054590,-1.0,1.8823263827633365,burst,stool
413,SRS054590,-2.0,1.8783172483484007,burst,stool
414,SRS054590,-3.0,1.8702593952568702,burst,stool
415,SRS054590,-4.0,1.8906102652870587,burst,stool
416,SRS056323,-1.0,3.090595463498665,burst,tongue_dorsum
417,SRS056323,-2.0,3.091199931807497,burst,tongue_dorsum
418,SRS056323,-3.0,3.0867450397120564,burst,tongue_dorsum
419,SRS056323,-4.0,3.087918739958869,burst,tongue_dorsum
420,SRS056519,-1.0,2.1322259612027294,burst,stool
421,SRS056519,-2.0,2.1279473412732774,burst,stool
422,SRS056519,-3.0,2.135413775975976,burst,stool
423,SRS056519,-4.0,2.126354357214573,burst,stool
424,SRS057083,-1.0,0.8104942521134988,burst,right_retroauricular_crease
425,SRS057083,-2.0,0.8260620227549573,burst,right_retroauricular_crease
426,SRS057083,-3.0,0.8236745873625748,burst,right_retroauricular_crease
427,SRS057083,-4.0,0.7477033485920604,burst,right_retroauricular_crease
428,SRS057539,-1.0,3.4490547856342593,burst,tongue_dorsum
429,SRS057539,-2.0,3.461387362059606,burst,tongue_dorsum
